title,price,hood,URL,Description
Tesla Model 3 Long Range Advanced Autopilot,"$45,000",Maple Valley eastside ,https://seattle.craigslist.org/est/cto/d/seattle-tesla-model-long-range-advanced/7446821488.html,"
        ,
Firm on the price. Low miles. 2018 Tesla Model 3 Long Range. ,
Reason for selling is I would like 4wd for the snow.,
Car is mechanically sound and is still under warranty. 37,000 miles but will go up as time goes. ,
Interior and exterior is like new.,
Additions are as follows:,
Brand new Orbital wheels. ,
Brand new tires. ,
Advanced autopilot.,
Diamond ceramic coating with 5 year warranty ending in 2026.,
Ceramic window tint all around.,
Red brake calipers.,
Satin black Chrome delete.,
These cars are in high demand as deliveries for new models have been pushed to august 2022 or beyond.,
If interested, please text at  ,
,
    "
AUDI S5 SUPERCHARGED V8,"$29,950",WOODINVILLE eastside ,https://seattle.craigslist.org/est/cto/d/woodinville-audi-s5-supercharged-v8/7446844060.html,"
        ,
Immaculate, low mileage, supercharged V8 S5.  Addict Motorsport supercharged making 535HP at the wheels.  Deep Sea Blue Pearl exterior on Tuscan Brown interior.  Rare opportunity to own one of the fastest and most powerful V8 S5 Automatics in the country.  Carbon clean, filters, fluids, and new transmission valve body just completed.  Milltek exhaust, coilovers, 19” Avantgarde Wheels, lower body kit and incredible looking gold wrap (Avery Dennison Satin Energetic Yellow).  Aluminum interior trim with B&O and carbon accents.  Needs NOTHING.  Can email the Carfax containing impressive records on request.,
    "
2006 Toyota Highlander Sport Utility 4D,"$7,995",_Toyota_ _Highlander_ _SUV_ eastside ,https://seattle.craigslist.org/est/ctd/d/tacoma-2006-toyota-highlander-sport/7446846672.html,"
        ,
,To get started, just complete our secure online credit application. We'll help you get pre-approved, making it even easier for you to shop for your next vehicle. Copy and Paste this link,        ,        ,        ,        ,        ,                    ,                ,        ,        ,        ,☎ Call ,   or 📱 Text  ,  to find out more about this ,        ,        ,-or-        ,        ,        ,            ,            ,            ,            ,            ,             ,            ,            ,(253) 785-3193             , ,  ,              ,            ,            ,            ,            ,            ,            ,            ,            ,2006, 06, '06, Highlander, Sport Utility 4D, SUV, Sports Utility Vehicle, All American Motors, *All* *American* *Motors*, ~as3425_cl42~,    "
2017 Kia Rio LX Sedan 4D sedan White - FINANCE ONLINE,"$16,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2017-kia-rio-lx-sedan-4d-sedan/7446761481.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Kia* *Rio* *LX* *Kia* *Rio* *EX* *Kia* *Rio* *SX* *Sedan* *Hatchback* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2018 VW Volkswagen Jetta 1.4T S Sedan 4D sedan White - FINANCE ONLINE,"$19,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-vw-volkswagen-jetta-14t/7446763259.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Volkswagen* *Jetta* *VW* *Volkswagen* *Jetta* *GL* *Volkswagen* *Jetta* *GLS* *Volkswagen* *Jetta* *GL* *TDI* *Volkswagen* *Jetta* *GLS* *TDI* *Volkswagen* *Jetta* *GLS* *1.8L* *Turbo* *Volkswagen* *Jetta* *GLS* *V6* *Volkswagen* *Jetta* *GLX* *Volkswagen* *Jetta* *Value* *Edition* *Volkswagen* *Jetta* *2.5* *Volkswagen* *Jetta* *TDI* *Volkswagen* *Jetta* *2.0T* *Volkswagen* *Jetta* *GLI* *Volkswagen* *Jetta* *DIESEL* *Volkswagen* *Jetta* *2.0L* *Base* *Volkswagen* *Jetta* *2.0L* *S* *Volkswagen* *Jetta* *2.5L* *SE* *Volkswagen* *Jetta* *2.5L* *SEL* *Volkswagen* *Jetta* *2.0L* *TDI* *Volkswagen* *Jetta* *GLI* *Autobahn* *Volkswagen* *Jetta* *GLI* *Autobahn* *with* *Nav.* *Volkswagen* *Jetta* *Hybrid* *SE* *Volkswagen* *Jetta* *Hybrid* *SEL* *Premium* *Sedan* *Station* *Wagen* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2019 Subaru Forester AWD All Wheel Drive Limited SUV,$425,Est. payment OAC eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2019-subaru-forester-awd-all/7446765732.html,"
        ,
,
,CARFAX One-Owner. Crystal White Pearl 2019 Subaru Forester Limited AWD Lineartronic CVT 2.5L 4-Cylinder DOHC 16V VVT harman kardon 576W Amp & Speaker System, Heated Steering Wheel, Nav System & harman kardon & Reverse Auto Braking, Radio: Subaru Starlink 8.0"" Multimedia Nav System, Reverse Automatic Braking System (RAB).,Recent Arrival! 26/33 City/Highway MPG,Awards:,  * 2019 KBB.com 12 Best Family Cars   * 2019 KBB.com 10 Best All-Wheel-Drive Vehicles Under $30,000   * 2019 KBB.com 10 Best SUVs Under $30,000   * 2019 KBB.com Brand Image Awards   * 2019 KBB.com 5-Year Cost to Own Awards , 2019 , Subaru, Forester, NH430700A, JF2SKAUC9KH484236 , Limited , 24,842, Crystal White Pearl / Black, SUV, Lineartronic CVT, 1DF30D2D5056A981, 2.50 4  Cyl , Gasoline, AWD,  City /  Hwy,📋  CARFAX Available on this 2019 Subaru Forester ,*Copy this link into your browser:, ↪ ,Google: ⭐ ⭐ ⭐ ⭐ ⭐  4.5 Rating - 1,326 reviews,SureCritic: ⭐ ⭐ ⭐ ⭐ ⭐  4.8 Rating - 3,639 reviews,
,
,Great Bank Financing Options Available ⭐ ,
,
,
,✔️ Great Credit,✔️ Bad Credit ,✔️ No Credit,✔️ No Co-Signer,✔️ First Time Buyers,✔️ Recent Divorce,✔️ Discharged Bankruptcy,✔️ Multiple Repo's ,✔️ Short Job Time,✔️ Foreclosure,✔️ Child Support,✔️ Student Loans,✔️ Zero No Money Down Payment,✔️ Negative Equity,💥  Huge Selection Of Quality Pre-Owned Cars ,💥  Leave The Lot With Confidence,💥 Trade-In Your Car,🚗 Check out our full inventory for more vehicles priced to move. ,* Copy this link into your browser: ,     * Nav System & harman kardon & Reverse Auto Braking,     * 6 Speakers                                                                * AM/FM radio: SiriusXM,     * CD player                                                                 * harman kardon 576W Amp & Speaker System,     * Radio data system                                                    * Radio: Subaru Starlink 8.0"" Multimedia Nav System,     * Radio: Subaru Starlink 8.0"" Multimedia Plus System,     * Air Conditioning                                                      * Automatic temperature control,     * Front dual zone A/C                                                * Rear window defroster,     * Power driver seat                                                     * Power steering,     * Power windows                                                        * Remote keyless entry,     * Steering wheel mounted audio controls                  * Four wheel independent suspension,     * Speed-sensing steering                                            * Traction control,     * 4-Wheel Disc Brakes                                               * ABS brakes,     * Dual front impact airbags                                        * Dual front side impact airbags,     * Emergency communication system: STARLINK Safety and Security,     * Front anti-roll bar                                                    * Knee airbag,     * Low tire pressure warning                                       * Occupant sensing airbag,     * Overhead airbag                                                       * Rear anti-roll bar,     * Power moonroof: Panoramic                                   * Power Liftgate,     * Brake assist                                                              * Electronic Stability Control,     * Exterior Parking Camera Rear                                 * Auto High-beam Headlights,     * Front fog lights                                                        * Fully automatic headlights,     * Panic alarm                                                              * Security system,     * Speed control                                                           * Bumpers: body-color,     * Heated door mirrors                                                 * Power door mirrors,     * Roof rack: rails only                                                * Spoiler,     * Turn signal indicator mirrors                                   * Driver door bin,     * Driver vanity mirror                                                * Front reading lights,     * Heated Steering Wheel                                            * Illuminated entry,     * Leather Shift Knob                                                  * Outside temperature display,     * Overhead console                                                    * Passenger vanity mirror,     * Rear seat center armrest                                           * Reverse Automatic Braking System (RAB),     * STARLINK/Apple CarPlay/Android Auto             * Tachometer,     * Telescoping steering wheel                                     * Tilt steering wheel,     * Trip computer                                                          * Front Bucket Seats,     * Front Center Armrest                                               * Heated Front Bucket Seats,     * Heated front seats                                                    * Perforated Leather-Trimmed Upholstery,     * Split folding rear seat                                               * Passenger door bin,     * Alloy wheels                                                            * Wheels: 18"" x 7.0J Black Machine Finish Alum Alloy,     * Rear window wiper                                                  * Variably intermittent wipers,     * 3.70 Axle Ratio                                                         ,
,
,11616 120th AVE NE ,Kirkland, WA 98034 ,License # 7621, http://atmxi.com/website/4556,Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle., ,

,AD ID: 1DF30D2D5056A981,
 , , Powered by Automoxie.com    "
2008 Subaru Impreza WRX STI - New Motor,"$24,700",Kirkland eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2008-subaru-impreza-wrx-sti/7446822880.html,"
        ,
We are selling this very clean 2008 STI Hatchback with 71k miles on the body and a BRAND NEW ENGINE from Subaru. ,
,
We took this vehicle in with a blown motor and decided to do an entire rebuild on the mechanical and cosmetic parts. We had the motor professionally rebuilt with receipts using OEM parts as well as many additional service items completed at the same time. ,
,
Things to note:,
Brand new all season tires,
A brand new short block from Subaru included with a 1 yr/12 month warranty,
Brand new OEM Heads and valves ,
Brand new OEM clutch kit,
Resurfaced flywheel,
Brand new step-colder iridium spark plugs,
Brand new Transmission and differential fluid change,
Brand new gaskets including head gaskets, valve seals, intake, and exhaust manifold gaskets,
Brand new OEM size turbo,
Brand new OEM oil pump, oil cooler, water pump, thermostat, and timing belt,
Brand new valve cover gasket,
Brand new Secondary Air Pump ,
New OEM Intake box and hoses,
New PCV valves,
New Starter ,
4x Rebuilt injectors,
New MAF sensor ,
Brand new shift linkage bushings,
,
,
This car has no modification except for ta tame muffler delete. No aftermarket intake or performance parts. No engine or interior modifications at all. ,
,
We just had the cosmetics gone over as well. We had the headlights resurfaced and re-sprayed with a clear coat. We just had the STI paint corrected and touched up professionally all around and it looks fantastic. All four wheels were just resurfaced, repainted and looks brand new!,
Foglights are new and we replaced them with amber bulbs. ,
,
,
Can provide anyone interested with a copy of the CarFax. The Subaru holds a CLEAN TITLE and the CarFax sports regular service history. We can provide the new owner with receipts for everything including the engine rebuild. ,
,
There is not a cleaner STI Hatchback for sale in the PNW. ,
,
We are asking $24700 for this beautiful fully sorted stock STI Hatch.
    "
2016 Tesla Model X AWD All Wheel Drive Electric P90D SUV,"$77,444",Lexus of Bellevue eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2016-tesla-model-awd-all-wheel/7446769987.html,"
        ,
, 2016 , Tesla, Model X, 24829 , 5YJXCAE40GFS00427 , P90D , 38,276, Red Multi-Coat / Tan, SUV, Automatic, 1DF4215B5056A981, 0.0   , Electric, AWD, 89 City / 90 Hwy,           ,                      ,CARFAX One-Owner. Clean CARFAX. LOCAL TRADE, AWD, BACK UP CAMERA, LEATHER, NAVIGATION, NEW TIRES, 9 Speakers, Adaptive suspension, Air Conditioning, Alcantara Headliner, Auto-dimming door mirrors, Auto-leveling suspension, Autopilot Convenience Features (DISC), Blind spot sensor: warning, Exterior Parking Camera Rear, Front dual zone A/C, Fully automatic headlights, Heated front seats, Heated Steering Wheel, Lane Keeping w/Automatic Steering, Leather Seat Trim, Memory seat, Navigation System, Radio: AM/FM/HD/USB w/17 Touchscreen Controls, Rain sensing wipers, Remote keyless entry, Self-Parking, Subzero Weather Package, Three-Zone Rear Seat Heaters, Traffic-Aware Cruise Control, Wiper Blade Defrosters & Washer Nozzle Heaters.2016 Tesla Model X P90D Red Multi-Coat AWD Electric ZEV 691hp 1-Speed AutomaticOdometer is 15276 miles below market average! 89/90 City/Highway MPGCome to www.lexusofbellevue.com To See Our Specials!! Call us at 425-533-2147 for Help with any of our departments. Enjoy a seamless, transparent luxury buying experience at Lexus of Bellevue and Lexus Plus. A dealer documentary service fee in an amount up to one hundred and fifty dollars may be added to the sale price or capitalized cost. ,101 116th Ave SE ,Bellevue, WA 98004 ,License #64602,Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle.,

, Powered by Automoxie.com
    "
2018 Tesla Model 3 Long Range Sedan 4D sedan Red - FINANCE ONLINE,"$47,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-tesla-model-long-range/7446749710.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Tesla* *Model* *3* *Base* *Tesla* *Model* *3* *Sport* *2dr* *Convertible* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2013 Caddy Cadillac CTS CTS-V Coupe 2D coupe Silver - FINANCE ONLINE,"$51,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2013-caddy-cadillac-cts-cts/7446749752.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Cadillac* *CTS* *Caddy* *Cadillac* *CTS* *Base* *Cadillac* *CTS* *Luxury* *Cadillac* *CTS* *Performance* *Cadillac* *CTS* *Twin* *Turbo* *V* *sport* *Cadillac* *CTS* *Premium* *Cadillac* *CTS* *2.0L* *Cadillac* *CTS* *3.6L* *Cadillac* *CTS* *Rear* *wheel* *drive* *Cadillac* *CTS* *all* *wheel* *drive* *Cadillac* *CTS* *2dr* *coupe* *Cadillac* *CTS* *4dr* *sport* *wagon* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2020 Subaru Forester AWD All Wheel Drive Certified Sport SUV,$464,Est. payment OAC eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2020-subaru-forester-awd-all/7446755094.html,"
        ,
,
,CARFAX One-Owner. Clean CARFAX. Certified. Crystal White Pearl 2020 Subaru Forester Sport AWD Lineartronic CVT 2.5L 4-Cylinder DOHC 16V VVT 3.70 Axle Ratio, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Audio Sys/Drvr Ast Tech/Rev Auto Brake/Pwr Rr Gate, Auto High-beam Headlights, Automatic temperature control, Blind Spot Detection w/Rear Cross Traffic Alert, Brake assist, Bumpers: body-color, CD player, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: STARLINK Safety and Security (Subscription Required), Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front fog lights, Front reading lights, Fully automatic headlights, harman kardon 576W Amp & Speaker System, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Knee airbag, Leather Shift Knob, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Paddle-Shift Control Switches, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof: Panoramic, Power Rear Gate, Power steering, Power windows, Radio data system, Radio: Subaru Starlink 6.5"" Multimedia Plus System, Radio: Subaru Starlink 8.0"" Multimedia Plus System, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Reverse Automatic Braking System (RAB), Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Sport Cloth Upholstery, STARLINK/Apple CarPlay/Android Auto, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Wheels: 18"" x 7.0J Black Finish Aluminum Alloy.,Recent Arrival! 26/33 City/Highway MPG,Subaru Certified Pre-Owned Details:,  * Warranty Deductible: $0,  * Vehicle History,  * 152 Point Inspection,  * SiriusXM 3-Month trial subscription, $500 Owner Loyalty coupon & 1 year trial subscription to STARLINK,  * Roadside Assistance,  * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date,  * Transferable Warranty , 2020 , Subaru, Forester, NH429464A, JF2SKARC1LH520107 , Sport , 23,762, Crystal White Pearl / Gray, SUV, Lineartronic CVT, 1DF30C005056A981, 2.50 4  Cyl , Gasoline, AWD,  City /  Hwy,📋  CARFAX Available on this 2020 Subaru Forester ,*Copy this link into your browser:, ↪ ,Google: ⭐ ⭐ ⭐ ⭐ ⭐  4.5 Rating - 1,326 reviews,SureCritic: ⭐ ⭐ ⭐ ⭐ ⭐  4.8 Rating - 3,639 reviews,
,
,Great Bank Financing Options Available ⭐ ,
,
,
,✔️ Great Credit,✔️ Bad Credit ,✔️ No Credit,✔️ No Co-Signer,✔️ First Time Buyers,✔️ Recent Divorce,✔️ Discharged Bankruptcy,✔️ Multiple Repo's ,✔️ Short Job Time,✔️ Foreclosure,✔️ Child Support,✔️ Student Loans,✔️ Zero No Money Down Payment,✔️ Negative Equity,💥  Huge Selection Of Quality Pre-Owned Cars ,💥  Leave The Lot With Confidence,💥 Trade-In Your Car,🚗 Check out our full inventory for more vehicles priced to move. ,* Copy this link into your browser: ,     * Audio Sys/Drvr Ast Tech/Rev Auto Brake/Pwr Rr Gate,     * 6 Speakers                                                                * AM/FM radio: SiriusXM,     * CD player                                                                 * harman kardon 576W Amp & Speaker System,     * Radio data system                                                    * Radio: Subaru Starlink 6.5"" Multimedia Plus System,     * Radio: Subaru Starlink 8.0"" Multimedia Plus System,     * Air Conditioning                                                      * Automatic temperature control,     * Rear window defroster                                             * Power driver seat,     * Power Rear Gate                                                      * Power steering,     * Power windows                                                        * Remote keyless entry,     * Steering wheel mounted audio controls                  * Four wheel independent suspension,     * Speed-sensing steering                                            * Traction control,     * 4-Wheel Disc Brakes                                               * ABS brakes,     * Dual front impact airbags                                        * Dual front side impact airbags,     * Emergency communication system: STARLINK Safety and Security (Subscription Required),     * Front anti-roll bar                                                    * Knee airbag,     * Low tire pressure warning                                       * Occupant sensing airbag,     * Overhead airbag                                                       * Rear anti-roll bar,     * Power moonroof: Panoramic                                   * Brake assist,     * Electronic Stability Control                                     * Exterior Parking Camera Rear,     * Auto High-beam Headlights                                    * Front fog lights,     * Fully automatic headlights                                      * Panic alarm,     * Security system                                                        * Speed control,     * Bumpers: body-color                                               * Heated door mirrors,     * Paddle-Shift Control Switches                                * Power door mirrors,     * Roof rack: rails only                                                * Spoiler,     * Turn signal indicator mirrors                                   * Blind Spot Detection w/Rear Cross Traffic Alert,     * Driver door bin                                                        * Driver vanity mirror,     * Front reading lights                                                  * Illuminated entry,     * Leather Shift Knob                                                  * Outside temperature display,     * Overhead console                                                    * Passenger vanity mirror,     * Rear seat center armrest                                           * Reverse Automatic Braking System (RAB),     * STARLINK/Apple CarPlay/Android Auto             * Tachometer,     * Telescoping steering wheel                                     * Tilt steering wheel,     * Trip computer                                                          * Front Bucket Seats,     * Front Center Armrest                                               * Heated Front Bucket Seats,     * Heated front seats                                                    * Split folding rear seat,     * Sport Cloth Upholstery                                            * Passenger door bin,     * Alloy wheels                                                            * Wheels: 18"" x 7.0J Black Finish Aluminum Alloy,     * Rear window wiper                                                  * Variably intermittent wipers,     * 3.70 Axle Ratio                                                         ,
,
,11616 120th AVE NE ,Kirkland, WA 98034 ,License # 7621, http://atmxi.com/website/4556,Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle., ,

,AD ID: 1DF30C005056A981,
 , , Powered by Automoxie.com    "
"2013 Subaru Impreza Limited Wagon AWD --Auto, Low Miles, Clean title--","$19,995",kirkland eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2013-subaru-impreza-limited/7446756099.html,"
        ,
2013 Subaru Impreza Limited AWD wagon with only 31k miles on it. Clean title, low miles.  Options include Automatic transmission, heated leather seats, power windows, cold weather pkg, power locks, cruise control, AC, floor mats, bluetooth, alloy wheel, and of course it is AWD. Affordable subaru!! We currently have a nice selection of late model Subaru's in stock. Check out our website to view our latest inventory.,
,
www.eastlakeautobrokers.com,
,
425-823-1500,
206-245-9182,
206-218-7180,
,
Eastlake Auto Brokers,
13105 NE 124th street,
Kirkland, WA 98034,
,
Trades Accepted,
,
Financing Available,
,
We are a preferred CUDL dealership,
,
All prices, sales prices, and discounts are based on a one of a kind vehicle with matching VIN number. All prices are subject to change without notice. Eastlake Auto makes no express nor implied warranty claims on this vehicle to include availability, condition, and equipment as advertised. Any advertised pricing, discounts, or interest rates exclude tax, title, and license. A negotiable documentary service fee of up to $150 may be added to the sales price or capitalized cost. It is the sole responsibility of consumer to verify the existence, condition, equipment, pricing and discounts as advertised. Not all consumers will qualify for certain discounts, interest rates and allowances, and all are subject to credit approval.
    "
2019 Dodge Charger  R/T Sedan,"$37,995",Lexus of Bellevue eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2019-dodge-charger-t-sedan/7446757551.html,"
        ,
, 2019 , Dodge, Charger, 222021B , 2C3CDXCT4KH674462 , R/T , 22,974, Granite Pearlcoat / Black, Sedan, Automatic, 1DF420F65056A981, 5.7 L 8  Cyl , Gasoline, RWD, 16 City / 25 Hwy,           ,                      ,Priced below KBB Fair Purchase Price! Clean CARFAX. Black Cloth.2019 Dodge Charger R/T Granite Crystal Metallic Clearcoat RWD HEMI 5.7L V8 Multi Displacement VVT 8-Speed AutomaticOdometer is 6228 miles below market average!Come to www.lexusofbellevue.com To See Our Specials!! Call us at 425-533-2147 for Help with any of our departments. Enjoy a seamless, transparent luxury buying experience at Lexus of Bellevue and Lexus Plus. A dealer documentary service fee in an amount up to one hundred and fifty dollars may be added to the sale price or capitalized cost.Awards: * 2019 KBB.com Best Resale Value Awards * 2019 KBB.com Brand Image Awards ,101 116th Ave SE ,Bellevue, WA 98004 ,License #64602,Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle.,

,AD ID: 1DF420F65056A981,
 , Powered by Automoxie.com    "
2020 Chevy Chevrolet Silverado 1500 Crew Cab RST Pickup 4D 5 3/4 ft,"$51,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-chevy-chevrolet-silverado/7446757353.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Chevrolet* *Silverado* *1500* *Crew* *Cab* *Chevy* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *HD* *Crew* *Cab* *LS* *Pickup* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LS* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LT* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LTZ* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LT1* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *Crew* *Cab* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *XtraCab* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *2500HD* *Classic* *Pick* *up* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
